,Unnamed: 0.1,Unnamed: 0,name,link,cover_url,genres
0,0,0,Where_the_Wild_Things_Are,/book/show/19543.Where_the_Wild_Things_Are,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384434560i/19543.jpg,"Picture Books, Childrens, Fiction, Classics, Fantasy, Adventure, Young Adult"
1,1,1,Green_Eggs_and_Ham,/book/show/23772.Green_Eggs_and_Ham,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673212751i/23772.jpg,"Childrens, Picture Books, Classics, Fiction, Poetry, Fantasy, Humor"
2,2,2,The_Very_Hungry_Caterpillar,/book/show/4948.The_Very_Hungry_Caterpillar,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1603739265i/4948.jpg,"Picture Books, Childrens, Fiction, Animals, Classics, Food, Counting"
3,3,3,Charlotte_s_Web,/book/show/24178.Charlotte_s_Web,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628267712i/24178.jpg,"Fiction, Childrens, Classics, Fantasy, Young Adult, Middle Grade, Animals"
4,4,4,The_Giving_Tree,/book/show/370493.The_Giving_Tree,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1725807591i/370493.jpg,"Childrens, Classics, Fiction, Picture Books, Poetry, Young Adult, Fantasy"
5,5,5,The_Cat_in_the_Hat,/book/show/233093.The_Cat_in_the_Hat,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468890477i/233093.jpg,"Childrens, Picture Books, Fiction, Poetry, Classics, Fantasy, Humor"
6,6,6,Harry_Potter_and_the_Sorcerer_s_Stone,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3.jpg,"Fantasy, Fiction, Young Adult, Magic, Childrens, Middle Grade, Audiobook"
7,7,7,Goodnight_Moon,/book/show/32929.Goodnight_Moon,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439223893i/32929.jpg,"Childrens, Picture Books, Fiction, Classics, Poetry, Kids, Animals"
8,8,8,Charlie_and_the_Chocolate_Factory,/book/show/6310.Charlie_and_the_Chocolate_Factory,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309211401i/6310.jpg,"Fiction, Fantasy, Childrens, Young Adult, Middle Grade, Classics, Humor"
9,9,9,Where_the_Sidewalk_Ends,/book/show/30119.Where_the_Sidewalk_Ends,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168052448i/30119.jpg,"Poetry, Childrens, Classics, Fiction, Humor, Young Adult, Picture Books"
10,10,10,Winnie_the_Pooh,/book/show/99107.Winnie_the_Pooh,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298440130i/99107.jpg,"Childrens, Fiction, Classics, Fantasy, Animals, Audiobook, Middle Grade"
11,11,11,The_Chronicles_of_Narnia,/book/show/11127.The_Chronicles_of_Narnia,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661032875i/11127.jpg,"Fantasy, Classics, Fiction, Young Adult, Childrens, Christian, Middle Grade"
12,12,12,Love_You_Forever,/book/show/310259.Love_You_Forever,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348832754i/310259.jpg,"Picture Books, Childrens, Fiction, Classics, Family, Love, Realistic Fiction"
450,450,450,39319227-a-day-in-the-life-of-marlon-bundo,/book/show/39319227-a-day-in-the-life-of-marlon-bundo,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521430068i/39319227.jpg,"Picture Books, Childrens, LGBT, Fiction, Humor, Politics, Animals"
451,451,451,Tuesday,/book/show/97860.Tuesday,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328870556i/97860.jpg,"Picture Books, Childrens, Fantasy, Fiction, Animals, Humor, Adventure"
452,452,452,4556058-the-last-olympian,/book/show/4556058-the-last-olympian,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1723393514i/4556058.jpg,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology"
453,453,453,The_Children_of_the_New_Forest,/book/show/341865.The_Children_of_the_New_Forest,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1414346278i/341865.jpg,"Classics, Historical Fiction, Fiction, Childrens, Historical, Young Adult, Adventure"
454,454,454,Rudolph_the_Red_Nosed_Reindeer,/book/show/1215290.Rudolph_the_Red_Nosed_Reindeer,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330095176i/1215290.jpg,"Christmas, Childrens, Picture Books, Classics, Holiday, Fiction, Animals"
455,455,455,The_Very_Busy_Spider,/book/show/556511.The_Very_Busy_Spider,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348983154i/556511.jpg,"Picture Books, Childrens, Animals, Fiction, Storytime, Classics, Kids"
456,456,456,Wanda_s_First_Day,/book/show/717435.Wanda_s_First_Day,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308337945i/717435.jpg,"Picture Books, Childrens, School, Fantasy, Fiction"
457,457,457,The_Cricket_in_Times_Square,/book/show/24384.The_Cricket_in_Times_Square,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387735970i/24384.jpg,"Childrens, Fiction, Classics, Fantasy, Middle Grade, Animals, Young Adult"
458,458,458,Disney_s_The_Little_Mermaid,/book/show/646056.Disney_s_The_Little_Mermaid,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1176695795i/646056.jpg,"Childrens, Picture Books, Fantasy, Fiction, Classics, Fairy Tales, Mermaids"
459,459,459,Blueberry_Girl,/book/show/1967067.Blueberry_Girl,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348789833i/1967067.jpg,"Picture Books, Childrens, Poetry, Fiction, Fantasy, Juvenile, Feminism"
460,460,460,Socks,/book/show/89545.Socks,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1302662187i/89545.jpg,"Childrens, Fiction, Animals, Middle Grade, Cats, Chapter Books, Realistic Fiction"
461,461,461,Artemis_Fowl,/book/show/249747.Artemis_Fowl,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747.jpg,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Science Fiction, Adventure"
462,462,462,Julie_of_the_Wolves,/book/show/386286.Julie_of_the_Wolves,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1620846708i/386286.jpg,"Fiction, Young Adult, Childrens, Classics, Historical Fiction, Middle Grade, Adventure"
463,463,463,My_Monster_Mama_Loves_Me_So,/book/show/79087.My_Monster_Mama_Loves_Me_So,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388193705i/79087.jpg,"Picture Books, Halloween, Monsters, Childrens, Storytime, Family, Love"
464,464,464,Are_You_There_God_It_s_Me_Margaret,/book/show/37732.Are_You_There_God_It_s_Me_Margaret,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388356524i/37732.jpg,"Young Adult, Fiction, Childrens, Classics, Middle Grade, Coming Of Age, Realistic Fiction"
465,465,465,My_Father_s_Dragon,/book/show/34898.My_Father_s_Dragon,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438398138i/34898.jpg,"Fantasy, Childrens, Fiction, Classics, Middle Grade, Dragons, Chapter Books"
466,466,466,The_Wonderful_Adventures_of_Nils,/book/show/771287.The_Wonderful_Adventures_of_Nils,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293569262i/771287.jpg,"Classics, Fiction, Fantasy, Childrens, Adventure, Swedish Literature, Nobel Prize"
467,467,467,The_Egypt_Game,/book/show/903.The_Egypt_Game,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347840597i/903.jpg,"Fiction, Young Adult, Childrens, Middle Grade, Mystery, Fantasy, Egypt"
468,468,468,The_Hairy_Toe,/book/show/1715318.The_Hairy_Toe,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320485806i/1715318.jpg,"Picture Books, Childrens, Horror, Fiction"
469,469,469,Robert_the_Rose_Horse,/book/show/828391.Robert_the_Rose_Horse,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320398057i/828391.jpg,"Picture Books, Childrens, Fiction, Horses, Animals, Classics, Humor"
470,470,470,Millions_of_Cats,/book/show/621739.Millions_of_Cats,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318725166i/621739.jpg,"Picture Books, Childrens, Cats, Fiction, Animals, Classics, Humor"
471,471,471,Kristy_s_Great_Idea,/book/show/233722.Kristy_s_Great_Idea,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389241314i/233722.jpg,"Childrens, Fiction, Young Adult, Middle Grade, Realistic Fiction, Contemporary, Juvenile"
472,472,472,Verdi,/book/show/970061.Verdi,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347311292i/970061.jpg,"Picture Books, Childrens, Animals, Fiction, Nature, 2nd Grade, Classics"
473,473,473,David_Goes_to_School,/book/show/839263.David_Goes_to_School,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360057930i/839263.jpg,"Picture Books, Childrens, School, Fiction, Humor, Realistic Fiction, Back To School"
474,474,474,The_Milly_Molly_Mandy_Storybook,/book/show/13844.The_Milly_Molly_Mandy_Storybook,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312060898i/13844.jpg,"Childrens, Fiction, Classics, Chapter Books, Short Stories, Family, Picture Books"
475,475,475,The_Tailor_of_Gloucester,/book/show/345188.The_Tailor_of_Gloucester,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447722022i/345188.jpg,"Childrens, Classics, Picture Books, Fiction, Christmas, Animals, Fantasy"
476,476,476,The_End,/book/show/65112.The_End,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1524761836i/65112.jpg,"Fiction, Young Adult, Childrens, Middle Grade, Fantasy, Mystery, Adventure"
477,477,477,Purple_Green_and_Yellow,/book/show/201434.Purple_Green_and_Yellow,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386921021i/201434.jpg,"Picture Books, Childrens, Canada, Fiction, Art, Humor, Storytime"
478,478,478,A_House_Is_a_House_for_Me,/book/show/833171.A_House_Is_a_House_for_Me,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1178755406i/833171.jpg,"Picture Books, Poetry, Childrens, Fiction, Animals, Storytime, Classics"
479,479,479,The_Many_Adventures_of_Winnie_the_Pooh,/book/show/1154512.The_Many_Adventures_of_Winnie_the_Pooh,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1208293065i/1154512.jpg,"Childrens, Animals, Fiction"
480,480,480,Diary_of_a_Wombat,/book/show/389623.Diary_of_a_Wombat,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543283260i/389623.jpg,"Picture Books, Childrens, Animals, Australia, Fiction, Humor, Fantasy"
481,481,481,The_Amber_Spyglass,/book/show/18122.The_Amber_Spyglass,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122.jpg,"Fantasy, Young Adult, Fiction, Adventure, Audiobook, Science Fiction, Childrens"
482,482,482,Don_t_Let_the_Pigeon_Stay_Up_Late_,/book/show/191117.Don_t_Let_the_Pigeon_Stay_Up_Late_,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439773391i/191117.jpg,"Picture Books, Childrens, Humor, Fiction, Animals, Storytime, Birds"
483,483,483,Pierre,/book/show/120715.Pierre,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347744043i/120715.jpg,"Picture Books, Childrens, Fiction, Poetry, Classics, Humor, Fantasy"
484,484,484,The_Little_Match_Girl,/book/show/342994.The_Little_Match_Girl,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411481144i/342994.jpg,"Classics, Childrens, Christmas, Picture Books, Fiction, Short Stories, Fairy Tales"
485,485,485,A_Christmas_Carol,/book/show/5326.A_Christmas_Carol,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326.jpg,"Fiction, Christmas, Classics, Fantasy, Audiobook, Literature, Historical Fiction"
486,486,486,Sadako_and_the_Thousand_Paper_Cranes,/book/show/181077.Sadako_and_the_Thousand_Paper_Cranes,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348780305i/181077.jpg,"Historical Fiction, Childrens, Fiction, Middle Grade, Young Adult, Classics, Japan"
487,487,487,The_Water_Hole,/book/show/143981.The_Water_Hole,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1271687815i/143981.jpg,"Picture Books, Childrens, Animals, Fiction, Counting, Art, Nature"
488,488,488,The_Snow_Queen,/book/show/139987.The_Snow_Queen,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320401869i/139987.jpg,"Classics, Fantasy, Fiction, Childrens, Audiobook, Fairy Tales, Christmas"
489,489,489,Sam_and_the_Firefly,/book/show/826281.Sam_and_the_Firefly,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565846473i/826281.jpg,"Picture Books, Childrens, Fiction, Animals, Classics, Kids, Fantasy"
490,490,490,Owls_in_the_Family,/book/show/785656.Owls_in_the_Family,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348028775i/785656.jpg,"Fiction, Childrens, Animals, Canada, Classics, Middle Grade, Nature"
491,491,491,The_Story_of_Doctor_Dolittle,/book/show/325421.The_Story_of_Doctor_Dolittle,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1173762816i/325421.jpg,"Classics, Childrens, Fiction, Fantasy, Animals, Adventure, Audiobook"
492,492,492,Cinderella,/book/show/209631.Cinderella,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393792231i/209631.jpg,"Classics, Picture Books, Fairy Tales, Childrens, Fantasy, Fiction, Cinderella"
493,493,493,7736182-the-lost-hero,/book/show/7736182-the-lost-hero,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182.jpg,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology"
494,494,494,Freight_Train,/book/show/734542.Freight_Train,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348955169i/734542.jpg,"Picture Books, Childrens, Trains, Transport, Storytime, Fiction, Classics"
495,495,495,Goldilocks_and_the_Three_Bears,/book/show/857556.Goldilocks_and_the_Three_Bears,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362346288i/857556.jpg,"Picture Books, Childrens, Fairy Tales, Fiction, Classics, Fantasy, Animals"
496,496,496,Gathering_Blue,/book/show/12936.Gathering_Blue,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388195391i/12936.jpg,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Middle Grade, Classics"
497,497,497,Castaway_Cats,/book/show/1012824.Castaway_Cats,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375646499i/1012824.jpg,"Picture Books, Cats, Childrens, Animals, Poetry"
498,498,498,The_Miserable_Mill,/book/show/65119.The_Miserable_Mill,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352146209i/65119.jpg,"Fiction, Young Adult, Childrens, Middle Grade, Fantasy, Mystery, Adventure"
499,499,499,The_Opal_Deception,/book/show/114954.The_Opal_Deception,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266475201i/114954.jpg,"Fantasy, Young Adult, Fiction, Science Fiction, Middle Grade, Adventure, Childrens"
500,500,500,Voices_in_the_Park,/book/show/80877.Voices_in_the_Park,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309295245i/80877.jpg,"Picture Books, Childrens, Animals, Family, Fiction, School, Cultural"
501,501,501,The_Sign_of_the_Seahorse,/book/show/144004.The_Sign_of_the_Seahorse,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380018426i/144004.jpg,"Picture Books, Childrens, Poetry, Fiction, Animals, Art, Fantasy"
502,502,502,Five_on_a_Treasure_Island,/book/show/17488.Five_on_a_Treasure_Island,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408926754i/17488.jpg,"Childrens, Fiction, Adventure, Mystery, Classics, Middle Grade, Young Adult"
503,503,503,The_Lady_with_the_Alligator_Purse,/book/show/1114016.The_Lady_with_the_Alligator_Purse,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388898689i/1114016.jpg,"Picture Books, Childrens, Poetry, Storytime, Humor, Fiction, Music"
504,504,504,3151688-the-adventures-of-the-great-mouse-detective,/book/show/3151688-the-adventures-of-the-great-mouse-detective,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1267816534i/3151688.jpg,"Picture Books, Childrens, Animals"
505,505,505,Rikki_Tikki_Tavi,/book/show/577542.Rikki_Tikki_Tavi,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388410608i/577542.jpg,"Classics, Childrens, Fiction, Picture Books, Short Stories, Animals, Young Adult"
506,506,506,The_Dark_Is_Rising,/book/show/210329.The_Dark_Is_Rising,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349051230i/210329.jpg,"Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Adventure, Audiobook"
507,507,507,34219873-nevermoor,/book/show/34219873-nevermoor,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1573171204i/34219873.jpg,"Fantasy, Middle Grade, Fiction, Young Adult, Audiobook, Childrens, Magic"
508,508,508,Little_Pear,/book/show/847146.Little_Pear,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328875836i/847146.jpg,"Fiction, Childrens, Historical Fiction, China, Asia, Chapter Books, School"
509,509,509,Miss_Bindergarten_Celebrates_the_100th_Day_of_Kindergarten,/book/show/836485.Miss_Bindergarten_Celebrates_the_100th_Day_of_Kindergarten,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366833192i/836485.jpg,"Picture Books, School, Childrens, Animals, Mathematics, Fiction, Counting"
510,510,510,Storm_Boy,/book/show/80461.Storm_Boy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534240344i/80461.jpg,"Australia, Childrens, Fiction, Classics, Young Adult, Animals, Audiobook"
511,511,511,Good_Night_Mr_Tom,/book/show/161099.Good_Night_Mr_Tom,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1282757902i/161099.jpg,"Historical Fiction, Fiction, Classics, Childrens, Young Adult, Historical, War"
512,512,512,A_Baby_Sister_for_Frances,/book/show/110604.A_Baby_Sister_for_Frances,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408925831i/110604.jpg,"Picture Books, Childrens, Fiction, Family, Animals, Classics, Juvenile"
513,513,513,The_Sword_in_the_Stone,/book/show/734636.The_Sword_in_the_Stone,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342467059i/734636.jpg,"Childrens, Picture Books, Fantasy, Fiction, Classics"
514,514,514,Lady_and_the_Tramp,/book/show/765281.Lady_and_the_Tramp,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1420795364i/765281.jpg,"Childrens, Picture Books, Classics, Animals, Fiction, Fantasy, Fairy Tales"
515,515,515,13531024-this-is-not-my-hat,/book/show/13531024-this-is-not-my-hat,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360096324i/13531024.jpg,"Picture Books, Childrens, Animals, Humor, Fiction, Storytime, Fantasy"
516,516,516,Anne_of_Ingleside,/book/show/77391.Anne_of_Ingleside,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1285712495i/77391.jpg,"Classics, Fiction, Young Adult, Historical Fiction, Childrens, Romance, Canada"
517,517,517,The_Giraffe_and_the_Pelly_and_Me,/book/show/6694.The_Giraffe_and_the_Pelly_and_Me,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1165604309i/6694.jpg,"Childrens, Fiction, Fantasy, Classics, Middle Grade, Animals, Young Adult"
518,518,518,The_Day_I_Swapped_My_Dad_for_Two_Goldfish,/book/show/47693.The_Day_I_Swapped_My_Dad_for_Two_Goldfish,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434923514i/47693.jpg,"Picture Books, Childrens, Fantasy, Fiction, Graphic Novels, Humor, Young Adult"
519,519,519,6345760-the-magician-s-elephant,/book/show/6345760-the-magician-s-elephant,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320520056i/6345760.jpg,"Fantasy, Fiction, Middle Grade, Childrens, Young Adult, Magic, Animals"
520,520,520,The_Adventures_of_Chatterer_the_Red_Squirrel,/book/show/753024.The_Adventures_of_Chatterer_the_Red_Squirrel,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416873304i/753024.jpg,"Childrens, Classics, Animals, Fiction, Fantasy, Animal Fiction, Nature"
521,521,521,The_Long_Winter,/book/show/8282.The_Long_Winter,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266449683i/8282.jpg,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade"
522,522,522,Hairy_Maclary_Scattercat,/book/show/1153715.Hairy_Maclary_Scattercat,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348407892i/1153715.jpg,"Picture Books, Childrens, Animals, Fiction, Cats, Dogs, Humor"
523,523,523,Llama_Llama_Red_Pajama,/book/show/401679.Llama_Llama_Red_Pajama,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309211387i/401679.jpg,"Picture Books, Childrens, Animals, Storytime, Fiction, Family, Poetry"
524,524,524,Mossflower,/book/show/201341.Mossflower,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1281811805i/201341.jpg,"Fantasy, Fiction, Young Adult, Childrens, Animals, Adventure, Middle Grade"
525,525,525,The_Missing_Piece,/book/show/30122.The_Missing_Piece,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388184341i/30122.jpg,"Poetry, Childrens, Picture Books, Fiction, Classics, Young Adult, Humor"
526,526,526,The_Saggy_Baggy_Elephant,/book/show/825576.The_Saggy_Baggy_Elephant,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320481063i/825576.jpg,"Picture Books, Childrens, Fiction, Animals, Classics, Fantasy, Kids"
527,527,527,The_Thief_Lord,/book/show/113304.The_Thief_Lord,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327960342i/113304.jpg,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Adventure, Mystery"
528,528,528,Jacob_Two_Two_Meets_the_Hooded_Fang,/book/show/226759.Jacob_Two_Two_Meets_the_Hooded_Fang,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391377575i/226759.jpg,"Childrens, Fiction, Canada, Fantasy, Middle Grade, Classics, Humor"
529,529,529,The_Enormous_Crocodile,/book/show/6668.The_Enormous_Crocodile,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327936655i/6668.jpg,"Childrens, Fiction, Picture Books, Fantasy, Animals, Classics, Middle Grade"
530,530,530,The_Tale_of_Mr_Jeremy_Fisher,/book/show/375711.The_Tale_of_Mr_Jeremy_Fisher,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447721945i/375711.jpg,"Childrens, Picture Books, Classics, Fiction, Animals, Fantasy, Short Stories"
531,531,531,11025052-five-little-ducks,/book/show/11025052-five-little-ducks,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348115942i/11025052.jpg,Childrens
532,532,532,I_Am_Not_Sleepy_and_I_Will_Not_Go_to_Bed,/book/show/200107.I_Am_Not_Sleepy_and_I_Will_Not_Go_to_Bed,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406651525i/200107.jpg,"Picture Books, Childrens, Humor, Storytime, Family, Animals, Fiction"
533,533,533,Nancy_Drew,/book/show/48811.Nancy_Drew,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923816i/48811.jpg,"Mystery, Childrens, Fiction, Young Adult, Classics, Middle Grade, Mystery Thriller"
534,534,534,Quick_as_a_Cricket,/book/show/815263.Quick_as_a_Cricket,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413748348i/815263.jpg,"Picture Books, Childrens, Animals, Poetry, Fiction, Nature, Emotion"
535,535,535,The_Ironwood_Tree,/book/show/277191.The_Ironwood_Tree,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417954144i/277191.jpg,"Fantasy, Middle Grade, Childrens, Fiction, Young Adult, Adventure, Magic"
536,536,536,5902250-grandfather-twilight,/book/show/5902250-grandfather-twilight,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348111892i/5902250.jpg,"Picture Books, Childrens, Fantasy, Fiction, Classics, Nature, Family"
537,537,537,The_Foot_Book,/book/show/105548.The_Foot_Book,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437795856i/105548.jpg,"Childrens, Picture Books, Fiction, Classics, Poetry, Humor, Kids"
